|WEEK|PLN|PLN_LABEL|PRODUCT_CATEGORY|PRODUCT_CATEGORY_LABEL|OPSTUDY|OPSTUDY_LABEL|ACTUAL|BU|SEG|PROMO
8810182|1160605|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
8943819|1160612|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|474.0|Consumables|C3|N
8943820|1160612|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
9014580|1160626|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|331.0|Consumables|C3|Y
9014581|1160626|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|81.0|Consumables|C3|N
9014582|1160626|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|Y
9014583|1160626|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
9153715|1160703|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|376.0|Consumables|C3|N
9153716|1160703|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
9293706|1160710|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|349.0|Consumables|C3|N
9293707|1160710|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
9433473|1160717|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|320.0|Consumables|C3|N
9433474|1160717|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
9573928|1160724|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|314.0|Consumables|C3|N
9573929|1160724|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
9780648|1160731|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|279.0|Consumables|C3|N
9780649|1160731|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
9924383|1160807|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|301.0|Consumables|C3|N
9924384|1160807|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
10069245|1160814|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|263.0|Consumables|C3|N
10069246|1160814|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
10211701|1160821|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|276.0|Consumables|C3|N
10211702|1160821|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
10284864|1160828|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|289.0|Consumables|C3|N
10284865|1160828|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
10485463|1160904|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|245.0|Consumables|C3|N
10558102|1160911|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|232.0|Consumables|C3|N
10558103|1160911|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
10697113|1160918|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|215.0|Consumables|C3|N
10697114|1160918|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
10838285|1160925|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|181.0|Consumables|C3|N
10838286|1160925|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
11046822|1161002|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|194.0|Consumables|C3|N
11046823|1161002|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
11188784|1161009|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|240.0|Consumables|C3|N
11188785|1161009|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
11332003|1161016|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|198.0|Consumables|C3|N
11332004|1161016|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
11406917|1161023|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|216.0|Consumables|C3|N
11406918|1161023|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
11547114|1161030|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|219.0|Consumables|C3|N
11547115|1161030|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
11757687|1161106|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|209.0|Consumables|C3|N
11757688|1161106|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
11898880|1161113|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|198.0|Consumables|C3|N
11898881|1161113|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
12038343|1161120|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|179.0|Consumables|C3|N
12038344|1161120|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
12111521|1161127|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|158.0|Consumables|C3|N
12111522|1161127|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
12249567|1161204|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|192.0|Consumables|C3|N
12450256|1161211|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|237.0|Consumables|C3|N
12522517|1161218|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|510.0|Consumables|C3|N
12657897|1161225|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|220.0|Consumables|C3|N
12791149|1170101|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|160.0|Consumables|C3|N
12929136|1170108|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|181.0|Consumables|C3|N
13133424|1170115|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|211.0|Consumables|C3|N
13271089|1170122|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|236.0|Consumables|C3|N
13271090|1170122|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
13344298|1170129|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|251.0|Consumables|C3|N
13552883|1170205|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|363.0|Consumables|C3|N
13552884|1170205|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
13694535|1170212|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|571.0|Consumables|C3|N
13694536|1170212|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
13837147|1170219|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|546.0|Consumables|C3|N
13837148|1170219|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|3.0|Consumables|NoSegment-C|N
13981322|1170226|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|446.0|Consumables|C3|N
14125725|1170305|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|460.0|Consumables|C3|N
14270369|1170312|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|476.0|Consumables|C3|N
14270370|1170312|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
14345963|1170319|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|505.0|Consumables|C3|N
14345964|1170319|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
14486017|1170326|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|477.0|Consumables|C3|N
14486018|1170326|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
14702962|1170402|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|594.0|Consumables|C3|N
14702963|1170402|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
14849146|1170409|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1154.0|Consumables|C3|N
14849147|1170409|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
14994048|1170416|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|519.0|Consumables|C3|N
14994049|1170416|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
15138743|1170423|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|391.0|Consumables|C3|Y
15138744|1170423|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|143.0|Consumables|C3|N
15138745|1170423|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|Y
15215354|1170430|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|465.0|Consumables|C3|N
15215355|1170430|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
15419817|1170507|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|536.0|Consumables|C3|N
15419818|1170507|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
15555600|1170514|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|535.0|Consumables|C3|N
15555601|1170514|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
15690081|1170521|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|418.0|Consumables|C3|Y
15690082|1170521|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|90.0|Consumables|C3|N
15690083|1170521|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|Y
15823720|1170528|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|438.0|Consumables|C3|Y
15823721|1170528|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|101.0|Consumables|C3|N
15823722|1170528|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|Y
15823723|1170528|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
15961429|1170604|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|482.0|Consumables|C3|N
15961430|1170604|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
16100910|1170611|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|527.0|Consumables|C3|Y
16100911|1170611|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|119.0|Consumables|C3|N
16238734|1170618|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|440.0|Consumables|C3|N
16374747|1170625|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|451.0|Consumables|C3|Y
16374748|1170625|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|117.0|Consumables|C3|N
16444931|1170702|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|458.0|Consumables|C3|N
16643710|1170709|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|404.0|Consumables|C3|N
16643711|1170709|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
16780252|1170709|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|404.0|Consumables|C3|N
16780253|1170709|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
16917707|1170716|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|402.0|Consumables|C3|N
16917708|1170716|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|1.0|Consumables|NoSegment-C|N
17054554|1170723|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|373.0|Consumables|C3|Y
17054555|1170723|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|68.0|Consumables|C3|N
17194933|1170730|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|351.0|Consumables|C3|N
17338949|1170806|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|314.0|Consumables|C3|N
17338950|1170806|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
17484639|1170813|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|346.0|Consumables|C3|N
17630369|1170820|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|286.0|Consumables|C3|N
17705615|1170827|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|267.0|Consumables|C3|N
17910042|1170903|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|245.0|Consumables|C3|N
17983650|1170910|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|231.0|Consumables|C3|N
18187665|1170917|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|260.0|Consumables|C3|N
18187666|1170917|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
18319704|1170924|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|245.0|Consumables|C3|N
18319705|1170924|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|2.0|Consumables|NoSegment-C|N
18450586|1171001|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|244.0|Consumables|C3|N
18450587|1171001|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
18585871|1171008|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|213.0|Consumables|C3|N
18585872|1171008|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
18657935|1171015|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|236.0|Consumables|C3|N
18859141|1171022|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|201.0|Consumables|C3|N
18995044|1171029|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|194.0|Consumables|C3|N
19131578|1171105|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|175.0|Consumables|C3|N
19131579|1171105|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
19203334|1171112|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|173.0|Consumables|C3|N
19203335|1171112|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
19340050|1171119|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|205.0|Consumables|C3|N
19340051|1171119|40000477449|CHLD MICKEY CAMPING IS FUN SNGLS|017-002|CHILDRENS|17|SUNGLASSES|0.0|Consumables|NoSegment-C|N
